transaction_id,amount,hour,distance_from_home_km,merchant_risk_score,transactions_last_24h,card_present,international,online_transaction,fraud
TXN000409,3.69,0.0,31.48,0.588,2.0,0,1,1,0
TXN000410,7.42,5.0,3.88,0.002,4.0,1,0,1,0
TXN000411,6.16,13.0,3.43,0.856,0.0,1,0,0,1
TXN000412,2.63,1.0,15.3,0.61,1.0,1,0,1,1
TXN000413,13.76,8.0,2.36,0.129,3.0,0,0,1,0
TXN000414,57.36,3.0,2.57,0.816,2.0,0,0,1,0
TXN000415,20.39,22.0,41.67,0.717,3.0,1,1,0,0
TXN000416,33.04,1.0,49.21,0.758,2.0,0,0,0,1
TXN000417,80.58,3.0,37.19,0.392,3.0,1,0,0,0
TXN000418,102.28,4.0,23.56,0.854,3.0,1,0,1,0
TXN000419,25.3,3.0,7.08,0.414,3.0,1,0,0,0
TXN000420,104.96,13.0,7.26,0.571,5.0,1,0,0,1
TXN000421,29.73,8.0,33.71,0.001,1.0,1,0,0,0
TXN000422,11.74,21.0,63.01,0.645,3.0,0,0,0,0
TXN000423,14.96,6.0,0.09,0.718,3.0,1,0,0,0
TXN000424,6.17,12.0,87.07,0.567,3.0,0,0,0,0
TXN000425,11.15,15.0,3.82,0.497,2.0,1,0,1,0
TXN000426,18.95,15.0,31.77,0.81,5.0,1,0,0,0
TXN000427,60.56,19.0,4.34,0.681,1.0,1,0,0,0
TXN000428,151.53,4.0,8.16,0.278,1.0,1,0,0,0
TXN000429,6.81,12.0,18.56,0.959,4.0,1,0,0,0
TXN000430,40.16,19.0,5.01,0.707,1.0,1,0,1,0
TXN000431,9.58,20.0,43.78,0.988,3.0,0,0,0,0
TXN000432,43.58,14.0,2.78,0.971,2.0,0,0,1,0
TXN000433,23.78,15.0,1.25,0.919,2.0,1,0,1,1
TXN000434,4.35,20.0,57.68,0.755,3.0,1,1,1,0
TXN000435,68.6,14.0,29.69,0.609,3.0,1,0,1,1
TXN000436,14.81,22.0,8.48,0.172,5.0,0,0,0,0
TXN000437,15.9,3.0,11.53,0.543,3.0,1,0,1,0
TXN000438,9.3,8.0,19.62,0.765,4.0,1,0,0,0
TXN000439,14.09,2.0,28.97,0.521,3.0,1,0,1,0
TXN000440,41.59,2.0,8.54,0.868,8.0,1,0,0,0
TXN000441,22.44,11.0,18.38,0.11,2.0,1,0,0,0
TXN000442,37.66,5.0,5.69,0.381,1.0,1,0,0,0
TXN000443,38.94,9.0,0.61,0.506,7.0,1,0,1,0
TXN000444,101.56,10.0,32.61,0.432,2.0,1,0,1,0
TXN000445,19.24,14.0,1.98,0.109,6.0,1,0,0,0
TXN000446,6.19,22.0,0.37,0.154,4.0,1,1,0,0
TXN000447,78.82,20.0,39.36,0.838,3.0,0,0,0,1
TXN000448,19.46,9.0,41.52,0.484,1.0,1,0,1,0
TXN000449,82.65,7.0,10.73,0.049,5.0,0,0,0,0
TXN000450,39.78,18.0,14.61,0.016,1.0,1,0,0,0
TXN000451,23.78,2.0,8.03,0.473,5.0,0,0,1,1
TXN000452,38.43,12.0,9.57,0.164,3.0,0,0,1,0
TXN000453,190.76,10.0,4.99,0.705,2.0,1,0,1,0
TXN000454,216.37,4.0,4.42,0.795,0.0,0,0,1,0
TXN000455,29.06,14.0,7.45,0.228,4.0,1,0,1,0
TXN000456,31.82,7.0,32.27,0.592,2.0,0,0,0,0
TXN000457,79.54,4.0,57.69,0.154,3.0,1,0,0,0
TXN000458,11.64,15.0,29.03,0.304,1.0,1,0,1,0
TXN000459,37.83,4.0,22.11,0.889,1.0,1,0,0,0
TXN000460,26.42,16.0,11.74,0.544,0.0,0,0,1,0
TXN000461,37.11,3.0,6.09,0.886,3.0,0,1,0,1
TXN000462,11.78,10.0,18.07,0.225,1.0,1,0,0,0
TXN000463,5.53,19.0,1.21,0.33,2.0,0,0,0,0
TXN000464,3.41,5.0,69.51,0.471,1.0,0,0,1,0
TXN000465,8.87,18.0,22.22,0.48,2.0,1,0,1,0
TXN000466,17.14,17.0,37.88,0.998,3.0,1,0,0,0
TXN000467,20.22,21.0,0.24,0.114,2.0,1,0,0,0
TXN000468,188.15,4.0,1.9,0.852,2.0,1,0,0,0
TXN000469,81.94,17.0,25.63,0.864,2.0,1,0,0,0
TXN000470,10.36,22.0,0.49,0.553,4.0,0,0,0,0
TXN000471,38.39,18.0,13.81,0.344,3.0,1,0,1,0
TXN000472,18.05,4.0,4.58,0.519,2.0,1,0,0,0
TXN000473,20.4,19.0,6.75,0.292,4.0,1,0,0,0
TXN000474,32.63,2.0,22.46,0.799,2.0,1,0,0,0
TXN000475,50.36,14.0,4.91,0.498,1.0,1,0,0,0
TXN000476,19.31,11.0,6.8,0.926,2.0,1,0,0,0
TXN000477,78.56,12.0,17.33,0.623,2.0,1,0,1,0
TXN000478,8.65,12.0,3.15,0.514,2.0,1,1,1,0
TXN000479,27.29,0.0,21.96,0.711,3.0,1,0,1,0
TXN000480,364.19,12.0,33.93,0.504,2.0,0,0,0,0
TXN000481,33.89,22.0,43.05,0.905,2.0,1,0,1,0
TXN000482,113.66,10.0,13.55,0.184,1.0,1,0,1,0
TXN000483,29.71,6.0,4.53,0.973,6.0,1,0,1,0
TXN000484,48.46,23.0,3.29,0.812,4.0,1,0,1,0
TXN000485,25.62,2.0,3.24,0.861,1.0,0,0,0,0
TXN000486,22.86,11.0,0.62,0.483,0.0,1,0,1,0
TXN000487,12.44,12.0,24.27,0.837,0.0,0,0,1,1
TXN000488,41.69,11.0,12.05,0.307,6.0,0,0,1,0
TXN000489,11.57,22.0,39.39,0.762,5.0,1,0,1,1
TXN000490,52.75,10.0,2.3,0.14,5.0,1,0,1,0
TXN000491,80.26,23.0,54.81,0.307,2.0,1,0,0,0
TXN000492,39.12,1.0,10.35,0.446,4.0,0,0,1,0
TXN000493,20.36,17.0,2.11,0.322,5.0,1,0,1,0
TXN000494,42.69,14.0,0.34,0.387,2.0,1,0,1,0
TXN000495,19.91,5.0,3.97,0.82,2.0,1,0,1,1
TXN000496,69.1,5.0,34.15,0.257,5.0,1,1,0,1
TXN000497,4.34,17.0,3.97,0.745,2.0,1,1,0,0
TXN000498,19.38,15.0,22.1,0.074,1.0,1,0,0,0
TXN000499,3.7,14.0,1.46,0.766,1.0,1,0,1,0
TXN000500,6.08,1.0,10.5,0.792,3.0,0,0,1,0
TXN000501,106.04,14.0,17.66,0.402,3.0,1,1,1,0
TXN000502,66.37,23.0,31.48,0.722,2.0,1,0,1,0
TXN000503,13.2,0.0,19.39,0.915,2.0,1,0,1,0
TXN000504,6.03,11.0,0.83,0.801,2.0,0,0,0,0
TXN000505,1.4,11.0,27.1,0.39,5.0,1,1,1,0
TXN000506,15.74,21.0,0.1,0.484,1.0,0,0,1,0
TXN000507,305.03,6.0,3.57,0.779,5.0,1,0,1,1
TXN000508,41.88,11.0,43.25,0.293,0.0,0,0,1,0
TXN000509,15.49,17.0,22.51,0.804,2.0,1,0,1,0
TXN000510,43.17,1.0,21.07,0.328,5.0,0,0,0,0
TXN000511,5.69,19.0,12.54,0.806,5.0,1,0,1,0
TXN000512,20.14,19.0,21.82,0.087,3.0,0,1,0,0
TXN000513,29.95,17.0,3.61,0.044,1.0,0,0,0,0
TXN000514,24.88,15.0,13.87,0.998,2.0,1,0,0,0
TXN000515,59.79,17.0,7.99,0.869,1.0,1,0,0,0
TXN000516,38.27,18.0,7.11,0.883,0.0,1,0,0,0
TXN000517,52.9,21.0,19.21,0.951,3.0,1,0,1,0
TXN000518,13.62,10.0,5.21,0.438,0.0,1,0,0,0
TXN000519,66.54,10.0,17.25,0.287,4.0,1,0,0,0
TXN000520,138.23,15.0,9.43,0.13,3.0,1,0,0,0
TXN000521,10.28,4.0,88.95,0.501,6.0,1,0,0,0
TXN000522,11.16,20.0,4.8,0.22,6.0,0,0,1,0
TXN000523,103.11,18.0,1.32,0.936,3.0,1,0,0,0
TXN000524,22.39,15.0,39.89,0.004,3.0,1,0,0,0
TXN000525,110.37,7.0,61.46,0.143,4.0,1,0,1,0
TXN000526,17.42,8.0,20.25,0.246,4.0,1,0,1,0
TXN000527,116.17,10.0,0.83,0.199,4.0,1,0,1,0
TXN000528,30.92,15.0,0.33,0.226,2.0,1,0,1,0
TXN000529,35.1,18.0,1.95,0.656,4.0,1,0,0,0
TXN000530,129.63,16.0,38.11,0.328,4.0,1,1,1,1
TXN000531,18.88,22.0,63.42,0.615,3.0,1,1,0,0
TXN000532,10.58,23.0,2.76,0.89,5.0,1,0,0,0
TXN000533,17.31,16.0,3.15,0.603,5.0,1,0,0,0
TXN000534,42.62,8.0,3.91,0.695,5.0,1,0,1,0
TXN000535,5.66,14.0,35.03,0.366,4.0,1,0,0,0
TXN000536,51.29,10.0,17.63,0.16,2.0,1,0,0,0
TXN000537,15.82,15.0,16.71,0.321,3.0,1,0,0,0
TXN000538,85.44,19.0,0.17,0.964,3.0,1,0,1,0
TXN000539,2.47,8.0,10.98,0.622,3.0,0,0,0,0
TXN000540,12.35,12.0,12.07,0.278,3.0,1,0,0,0
TXN000541,5.02,1.0,4.88,0.451,5.0,1,0,0,0
TXN000542,11.87,17.0,0.83,0.836,1.0,1,0,1,1
TXN000543,34.73,11.0,19.06,0.668,2.0,1,0,0,0
TXN000544,22.66,11.0,18.48,0.561,2.0,1,0,1,0
TXN000545,21.04,12.0,6.52,0.885,4.0,0,0,0,0
TXN000546,23.12,5.0,31.97,0.672,2.0,1,0,0,0
TXN000547,33.23,14.0,29.54,0.643,0.0,1,0,0,0
TXN000548,9.89,17.0,23.69,0.19,4.0,1,1,0,0
TXN000549,54.97,8.0,11.42,0.106,2.0,1,0,0,0
TXN000550,52.6,3.0,87.02,0.965,4.0,1,0,0,0
TXN000551,39.85,9.0,5.31,0.599,4.0,1,0,1,1
TXN000552,47.3,4.0,11.66,0.416,3.0,0,0,0,0
TXN000553,36.47,8.0,35.17,0.589,0.0,1,0,0,0
TXN000554,207.49,15.0,25.73,0.062,1.0,1,0,0,0
TXN000555,24.85,2.0,12.47,0.822,2.0,0,0,0,0
TXN000556,19.94,17.0,16.68,0.217,1.0,0,1,0,0
TXN000557,12.76,5.0,30.05,0.805,4.0,0,0,0,0
TXN000558,9.66,21.0,11.17,0.534,6.0,1,0,0,0
TXN000559,7.81,17.0,2.23,0.277,2.0,1,0,0,0
TXN000560,11.15,6.0,4.5,0.03,3.0,0,0,1,0
TXN000561,25.26,13.0,14.36,0.816,4.0,1,0,1,0
TXN000562,37.88,2.0,0.96,0.176,4.0,0,1,1,0
TXN000563,28.54,2.0,19.34,0.052,4.0,1,0,0,1
TXN000564,12.61,22.0,1.53,0.756,7.0,0,0,1,0
TXN000565,66.7,19.0,7.53,0.35,0.0,1,1,0,0
TXN000566,56.79,3.0,18.62,0.389,3.0,1,0,0,0
TXN000567,23.11,6.0,3.48,0.247,6.0,1,0,1,0
TXN000568,14.11,4.0,13.13,0.859,1.0,1,0,0,0
TXN000569,46.92,9.0,100.54,0.297,4.0,1,0,0,0
TXN000570,32.72,6.0,1.24,0.21,1.0,0,1,1,0
TXN000571,6.37,7.0,17.68,0.309,3.0,1,0,1,0
TXN000572,25.33,12.0,19.42,0.203,5.0,1,0,0,0
TXN000573,35.23,4.0,19.82,0.318,1.0,1,0,0,0
TXN000574,11.03,21.0,53.79,0.083,3.0,1,0,0,0
TXN000575,32.78,17.0,22.75,0.159,2.0,1,0,1,0
TXN000576,6.33,18.0,59.79,0.417,3.0,1,0,0,0
TXN000577,103.15,4.0,12.62,0.879,3.0,0,0,0,0
TXN000578,94.44,16.0,13.13,0.057,3.0,1,0,0,0
TXN000579,21.06,20.0,65.9,0.213,0.0,1,0,1,0
TXN000580,39.0,4.0,17.01,0.908,1.0,0,0,1,0
TXN000581,2.44,18.0,6.09,0.89,3.0,1,1,0,1
TXN000582,8.53,8.0,26.64,0.679,2.0,0,0,1,0
TXN000583,20.21,18.0,18.39,0.24,4.0,1,0,0,0
TXN000584,9.28,11.0,23.6,0.42,4.0,1,0,1,0
TXN000585,55.39,19.0,16.96,0.211,4.0,1,0,0,0
TXN000586,199.8,3.0,33.99,0.129,2.0,1,0,0,0
TXN000587,8.36,9.0,8.89,0.38,2.0,1,0,0,0
TXN000588,11.73,6.0,3.51,0.576,3.0,1,0,1,0
TXN000589,34.31,5.0,4.59,0.36,2.0,1,0,1,0
TXN000590,135.79,7.0,23.15,0.611,6.0,1,0,1,0
TXN000591,7.99,9.0,18.13,0.296,4.0,0,0,0,0
TXN000592,34.78,3.0,56.03,0.346,6.0,1,1,0,0
TXN000593,167.55,16.0,13.84,0.791,2.0,0,0,0,0
TXN000594,5.2,13.0,5.88,0.878,5.0,0,0,0,0
TXN000595,7.53,19.0,77.99,0.322,4.0,0,0,0,0
TXN000596,17.75,16.0,47.27,0.572,1.0,0,0,1,0
TXN000597,16.11,3.0,31.49,0.278,0.0,0,0,1,0
TXN000598,61.11,1.0,42.26,0.053,1.0,1,0,1,0
TXN000599,34.52,10.0,9.7,0.738,2.0,1,0,0,0
TXN000600,4.6,11.0,5.51,0.171,2.0,0,0,0,0
TXN000601,45.4,5.0,7.48,0.426,0.0,1,0,0,0
TXN000602,15.22,18.0,40.94,0.487,3.0,0,0,0,0
TXN000603,96.97,13.0,27.78,0.184,3.0,0,0,1,0
TXN000604,14.47,17.0,1.16,0.095,3.0,1,0,1,0
TXN000605,14.34,2.0,21.4,0.348,0.0,1,0,0,0
TXN000606,46.58,19.0,6.37,0.952,1.0,1,0,0,0
TXN000607,58.14,4.0,61.36,0.615,4.0,1,0,1,0
TXN000608,42.44,10.0,28.82,0.381,1.0,1,0,0,0
TXN000609,5.02,10.0,20.67,0.039,4.0,0,0,0,0
TXN000610,46.43,19.0,14.5,0.6,3.0,1,0,1,0
TXN000611,9.64,6.0,3.91,0.092,3.0,1,0,1,0
TXN000612,34.3,5.0,22.87,0.543,1.0,0,0,0,0
TXN000613,6.53,8.0,14.28,0.752,0.0,1,0,1,0
TXN000614,42.36,8.0,33.65,0.424,6.0,0,0,1,1
TXN000615,12.1,4.0,7.68,0.299,5.0,1,0,0,0
TXN000616,7.52,4.0,20.59,0.047,3.0,0,0,0,0
TXN000617,55.36,5.0,2.02,0.025,4.0,1,1,1,1
TXN000618,34.52,11.0,4.36,0.43,3.0,1,0,1,1
TXN000619,14.67,8.0,4.2,0.883,2.0,1,0,0,0
TXN000620,115.72,9.0,8.19,0.244,1.0,1,0,0,0
TXN000621,17.45,17.0,37.78,0.574,5.0,1,0,1,0
TXN000622,28.0,5.0,11.78,0.684,5.0,0,0,0,0
TXN000623,35.48,21.0,14.03,0.061,2.0,0,0,0,0
TXN000624,14.59,18.0,1.56,0.153,2.0,1,0,0,0
TXN000625,43.43,4.0,11.28,0.331,2.0,1,0,0,0
TXN000626,15.9,7.0,12.37,0.67,3.0,0,1,1,1
TXN000627,17.96,4.0,7.74,0.439,2.0,0,0,1,0
TXN000628,105.92,6.0,19.9,0.734,3.0,1,0,0,0
TXN000629,9.58,8.0,12.8,0.868,7.0,1,0,1,0
TXN000630,2.43,3.0,3.33,0.758,3.0,0,0,0,0
TXN000631,135.77,0.0,16.96,0.992,2.0,1,0,0,1
TXN000632,347.0,10.0,13.04,0.754,0.0,1,0,0,0
TXN000633,18.08,16.0,7.73,0.852,5.0,0,0,1,0
TXN000634,3.91,7.0,0.5,0.832,3.0,1,0,1,0
TXN000635,19.88,20.0,9.89,0.73,4.0,0,0,1,0
TXN000636,20.36,8.0,44.91,0.802,1.0,1,0,0,0
TXN000637,22.42,21.0,33.54,0.935,1.0,0,0,0,0
TXN000638,8.9,5.0,15.99,0.475,4.0,0,0,0,0
TXN000639,48.4,12.0,3.91,0.638,4.0,0,0,1,0
TXN000640,45.81,18.0,27.32,0.515,4.0,0,0,0,0
TXN000641,6.08,1.0,31.35,0.851,6.0,0,1,1,0
TXN000642,54.55,22.0,0.88,0.431,4.0,1,0,1,0
TXN000643,211.17,8.0,47.62,0.82,4.0,0,0,0,0
TXN000644,32.2,11.0,50.4,0.799,3.0,0,0,0,1
TXN000645,19.35,15.0,4.59,0.962,1.0,1,0,0,0
TXN000646,23.52,15.0,8.09,0.249,6.0,1,1,1,0
TXN000647,50.16,0.0,1.3,0.71,4.0,1,0,1,1
TXN000648,4.8,20.0,29.78,0.757,3.0,1,0,0,0
TXN000649,31.96,14.0,13.48,0.936,4.0,0,0,1,1
TXN000650,18.35,23.0,22.77,0.907,5.0,1,0,0,0
TXN000651,172.06,11.0,19.6,0.574,2.0,1,0,0,0
TXN000652,22.78,14.0,24.96,0.579,3.0,1,0,1,0
TXN000653,143.72,10.0,11.34,0.167,4.0,1,0,1,0
TXN000654,8.99,21.0,5.35,0.975,0.0,0,0,0,1
TXN000655,48.78,19.0,10.7,0.255,2.0,1,0,1,0
TXN000656,37.32,21.0,3.16,0.725,5.0,1,1,1,1
TXN000657,11.37,12.0,76.12,0.796,3.0,1,0,1,0
TXN000658,32.38,18.0,10.04,0.441,8.0,0,0,1,1
TXN000659,91.15,8.0,5.93,0.211,2.0,0,0,0,1
TXN000660,19.61,11.0,8.11,0.189,5.0,1,0,0,0
TXN000661,4.99,18.0,8.61,0.856,2.0,1,0,1,1
TXN000662,26.64,1.0,12.73,0.511,1.0,1,0,0,0
TXN000663,11.0,17.0,12.8,0.09,2.0,1,0,0,0
TXN000664,19.25,0.0,6.44,0.717,3.0,0,0,0,0
TXN000665,24.99,13.0,13.0,0.25,0.0,1,0,0,0
TXN000666,4.93,11.0,73.56,0.876,5.0,1,0,0,0
TXN000667,5.39,11.0,2.35,0.31,2.0,1,1,0,0
TXN000668,43.91,11.0,3.84,0.2,2.0,1,0,0,0
TXN000669,16.08,11.0,64.69,0.085,1.0,1,0,0,0
TXN000670,2.09,9.0,31.05,0.512,5.0,1,0,1,0
TXN000671,59.43,10.0,61.2,0.451,4.0,1,0,1,0
TXN000672,35.6,13.0,22.43,0.751,1.0,1,0,0,0
TXN000673,13.28,18.0,37.58,0.465,2.0,1,0,0,0
TXN000674,7.27,13.0,1.63,0.344,5.0,0,0,0,1
TXN000675,62.54,15.0,35.89,0.262,7.0,1,0,1,0
TXN000676,38.45,20.0,14.96,0.278,6.0,1,0,1,0
TXN000677,293.71,23.0,39.07,0.928,5.0,1,0,1,0
TXN000678,41.27,2.0,17.02,0.165,1.0,0,0,1,1
TXN000679,39.95,17.0,0.15,0.988,4.0,0,0,0,0
TXN000680,22.94,5.0,6.93,0.327,6.0,0,0,0,0
TXN000681,61.36,4.0,4.17,0.088,4.0,1,1,0,0
TXN000682,50.66,19.0,24.89,0.249,8.0,0,0,0,0
TXN000683,94.8,1.0,19.9,0.058,4.0,1,0,0,0
TXN000684,16.1,20.0,6.59,0.79,3.0,0,0,1,0
TXN000685,17.54,18.0,9.73,0.513,2.0,0,0,0,0
TXN000686,16.79,23.0,4.49,0.337,3.0,1,1,1,0
TXN000687,59.79,16.0,4.08,0.662,3.0,1,1,0,0
TXN000688,121.31,20.0,1.96,0.631,2.0,1,0,0,0
TXN000689,17.14,2.0,13.47,0.94,6.0,1,0,1,0
TXN000690,17.73,21.0,5.7,0.961,4.0,0,0,0,0
TXN000691,37.12,3.0,11.05,0.681,0.0,1,0,0,0
TXN000692,21.21,7.0,15.4,0.818,1.0,0,0,0,0
TXN000693,70.25,3.0,16.06,0.792,6.0,0,0,1,0
TXN000694,2.85,9.0,4.33,0.491,8.0,1,0,0,0
TXN000695,11.86,17.0,6.51,0.704,1.0,1,0,1,1
TXN000696,12.4,6.0,0.26,0.078,1.0,1,0,1,0
TXN000697,2.66,19.0,9.69,0.758,1.0,0,0,1,0
TXN000698,10.34,14.0,25.02,0.962,4.0,1,0,0,0
TXN000699,10.86,15.0,0.67,0.085,0.0,1,1,1,0
TXN000700,22.17,22.0,32.75,0.836,5.0,1,1,0,0
TXN000701,82.51,10.0,40.93,0.933,,0,0,1,0
TXN000702,21.22,8.0,15.07,0.226,1.0,1,0,0,0
TXN000703,9.67,23.0,32.83,0.525,1.0,1,0,0,0
TXN000704,25.61,13.0,11.14,0.928,1.0,0,0,0,0
TXN000705,77.41,14.0,5.93,0.96,2.0,1,0,1,0
TXN000706,10.22,7.0,1.14,0.128,4.0,1,0,1,0
TXN000707,10.91,5.0,0.92,0.349,4.0,1,0,0,0
TXN000708,47.4,4.0,33.02,0.698,3.0,1,0,0,0
TXN000709,21.73,5.0,49.77,0.222,2.0,1,0,1,0
TXN000710,51.8,4.0,14.25,0.325,2.0,1,0,1,0
TXN000711,26.75,17.0,40.17,0.023,2.0,1,1,1,0
TXN000712,54.69,1.0,18.46,0.154,0.0,1,0,0,0
TXN000713,9.63,15.0,30.21,0.562,1.0,1,1,1,0
TXN000714,26.79,22.0,17.01,0.653,6.0,1,0,1,0
TXN000715,21.96,18.0,16.25,0.649,2.0,1,0,0,0
TXN000716,8.04,9.0,7.67,0.778,4.0,0,1,0,0
TXN000717,5.68,1.0,16.94,0.415,7.0,0,1,0,1
TXN000718,53.83,20.0,5.41,0.273,1.0,1,1,0,0
TXN000719,19.09,0.0,1.03,0.016,5.0,0,0,1,0
TXN000720,9.75,16.0,13.81,0.207,2.0,0,0,0,0
TXN000721,24.63,16.0,1.77,0.312,1.0,1,0,0,0
TXN000722,83.77,4.0,10.23,0.178,2.0,0,0,0,0
TXN000723,2.77,17.0,0.4,0.02,1.0,0,1,1,1
TXN000724,6.07,4.0,17.17,0.157,0.0,1,0,1,0
TXN000725,10.77,5.0,6.81,0.666,3.0,1,0,0,0
TXN000726,116.88,19.0,2.39,0.63,7.0,1,1,1,1
TXN000727,35.97,23.0,9.63,0.936,3.0,1,1,0,0
TXN000728,58.4,6.0,9.06,0.798,5.0,0,1,1,1
TXN000729,8.67,22.0,26.55,0.568,4.0,1,0,1,0
TXN000730,8.85,21.0,45.4,0.138,3.0,1,0,0,0
TXN000731,42.43,18.0,25.36,0.564,2.0,1,1,1,0
TXN000732,28.74,3.0,2.29,0.062,3.0,0,0,0,0
TXN000733,46.93,7.0,4.82,0.431,6.0,1,0,1,0
TXN000734,22.47,16.0,114.11,0.39,7.0,0,1,0,0
TXN000735,35.81,23.0,9.4,0.428,2.0,1,0,1,1
TXN000736,31.76,19.0,9.16,0.28,5.0,1,0,0,0
TXN000737,59.01,10.0,30.3,0.686,1.0,1,0,0,0
TXN000738,60.76,5.0,29.23,0.841,4.0,1,0,0,0
TXN000739,5.37,23.0,2.52,0.769,0.0,1,1,1,0
TXN000740,2.87,6.0,16.23,0.628,3.0,1,0,0,0
TXN000741,73.83,8.0,2.24,0.538,3.0,1,0,1,0
TXN000742,88.92,23.0,32.72,0.031,1.0,1,0,0,0
TXN000743,9.77,13.0,1.41,0.723,2.0,0,1,1,0
TXN000744,4.22,6.0,13.81,0.545,4.0,0,1,0,0
TXN000745,29.94,0.0,37.43,0.271,5.0,1,0,1,0
TXN000746,68.77,10.0,10.49,0.328,2.0,0,0,1,1
TXN000747,163.63,23.0,22.37,0.936,4.0,1,0,0,0
TXN000748,45.44,10.0,15.97,0.624,3.0,1,0,0,0
TXN000749,18.7,16.0,36.0,0.476,3.0,1,0,1,0
TXN000750,11.1,6.0,55.07,0.621,3.0,1,0,0,0
TXN000751,27.42,18.0,22.75,0.414,1.0,0,0,0,0
TXN000752,20.1,18.0,46.64,0.47,2.0,1,0,0,0
TXN000753,9.83,14.0,7.79,0.29,1.0,1,0,1,0
TXN000754,210.35,18.0,14.2,0.44,3.0,1,0,1,0
TXN000755,161.61,13.0,10.75,0.686,1.0,1,0,1,0
TXN000756,84.44,9.0,48.14,0.04,4.0,1,0,1,0
TXN000757,10.8,17.0,30.61,0.795,4.0,1,0,0,0
TXN000758,63.75,20.0,6.75,0.283,6.0,1,0,0,0
TXN000759,51.4,20.0,8.44,0.683,5.0,1,1,0,0
TXN000760,42.21,5.0,56.77,0.643,3.0,1,0,0,0
TXN000761,94.6,16.0,4.96,0.653,3.0,0,1,0,1
TXN000762,51.18,0.0,9.17,0.608,1.0,1,0,1,0
TXN000763,56.83,13.0,8.22,0.959,6.0,1,0,0,0
TXN000764,51.26,13.0,0.49,0.508,4.0,1,0,0,0
TXN000765,38.12,8.0,16.07,0.732,3.0,1,0,0,0
TXN000766,4.56,23.0,9.69,0.705,1.0,1,0,0,0
TXN000767,29.48,21.0,2.38,0.236,4.0,1,0,0,0
TXN000768,15.55,0.0,0.32,0.283,2.0,1,0,0,0
TXN000769,7.54,5.0,9.92,0.424,5.0,1,0,0,0
TXN000770,145.74,4.0,30.93,0.278,6.0,1,0,0,0
TXN000771,152.78,21.0,27.78,0.367,1.0,1,1,1,0
TXN000772,105.55,12.0,4.89,0.391,2.0,1,0,1,0
TXN000773,35.0,17.0,6.5,0.604,2.0,1,0,1,0
TXN000774,104.65,19.0,11.96,0.22,2.0,1,0,1,0
TXN000775,27.44,18.0,1.72,0.804,4.0,0,1,1,1
TXN000776,33.21,2.0,18.37,0.438,0.0,1,0,0,0
TXN000777,9.08,3.0,5.36,0.706,5.0,0,0,1,0
TXN000778,40.33,9.0,38.33,0.081,2.0,1,0,0,0
TXN000779,28.8,8.0,18.79,0.47,5.0,1,0,0,0
TXN000780,7.37,17.0,6.73,0.028,3.0,1,0,0,0
TXN000781,25.76,3.0,29.83,0.676,2.0,0,1,0,0
TXN000782,25.03,8.0,41.16,0.344,3.0,1,0,1,0
TXN000783,163.62,5.0,14.12,0.949,1.0,1,0,0,0
TXN000784,66.3,4.0,5.78,0.324,0.0,1,0,1,0
TXN000785,27.42,4.0,59.76,0.564,3.0,1,0,1,0
TXN000786,34.77,4.0,36.4,0.257,2.0,0,1,0,0
TXN000787,28.34,13.0,43.91,0.62,5.0,1,0,0,0
TXN000788,22.13,9.0,20.11,0.467,1.0,1,0,0,0
TXN000789,9.19,10.0,18.8,0.371,4.0,1,0,0,0
TXN000790,23.31,11.0,21.43,0.204,4.0,1,0,1,0
TXN000791,12.86,17.0,3.24,0.112,2.0,0,0,1,0
TXN000792,7.77,20.0,16.87,0.12,2.0,0,0,1,0
TXN000793,45.21,12.0,3.43,0.999,2.0,0,1,0,1
TXN000794,40.1,15.0,5.36,0.412,3.0,1,1,1,1
TXN000795,4.54,17.0,7.12,0.002,2.0,1,0,1,0
TXN000796,23.98,16.0,26.05,0.953,4.0,1,0,0,0
TXN000797,73.38,3.0,12.95,0.02,4.0,1,0,0,0
TXN000798,78.2,23.0,12.93,0.419,3.0,0,0,0,1
TXN000799,75.63,3.0,19.38,0.717,5.0,1,0,0,0
TXN000800,28.19,9.0,12.85,0.915,2.0,1,0,1,0
TXN000801,11.65,15.0,22.69,0.713,4.0,1,1,1,1
TXN000802,9.17,9.0,1.39,0.464,1.0,0,0,0,1
TXN000803,38.27,5.0,9.16,0.974,3.0,1,0,1,0
TXN000804,39.62,22.0,13.43,0.039,5.0,0,1,0,0
TXN000805,98.23,1.0,2.1,0.987,2.0,0,0,0,0
TXN000806,81.45,5.0,11.06,0.849,1.0,0,0,1,1
TXN000807,23.75,23.0,11.28,0.929,5.0,1,1,1,0
TXN000808,7.81,17.0,22.13,0.255,1.0,1,0,1,0
TXN000809,19.71,2.0,7.09,0.142,4.0,1,0,0,0
TXN000810,33.69,18.0,19.75,0.663,2.0,0,0,1,0
TXN000811,22.15,23.0,24.61,0.516,5.0,0,0,1,0
TXN000812,15.21,2.0,21.23,0.523,3.0,1,1,1,1
TXN000813,34.91,9.0,5.77,0.925,2.0,1,0,0,0
TXN000814,16.38,11.0,23.51,0.62,1.0,1,0,0,0
TXN000815,14.47,3.0,21.63,0.311,4.0,1,0,1,0
TXN000816,37.02,4.0,7.02,0.4,3.0,1,0,1,0
TXN000817,18.14,4.0,4.79,0.133,4.0,1,0,1,0
TXN000818,34.61,4.0,6.74,0.192,4.0,0,1,0,1
